"lagoslakeid","lake_area_ha","lake_perim_meters","iws_zoneid","iws_ha","state_zoneid.x","elevation_m","sampledate","chla","secchi","IntenseUrban.pct","OpenUrban.pct","Barren.pct","Forest.pct","GrassShrub.pct","Wetland.pct","Pasture.pct","RowCrop.pct","LakeIWS.Ratio","DOY","Season","Ecoregion"
533,237.6788841,8067.877,"IWS_26002",3895.005896,"State_14",278.946991,2012-10-06,87,0.7,0.94,6.1,0,8.21,3.34,6.34,31.54,38.53,0.0610214439839708,280,"Late","MIXED WOOD PLAINS"
533,237.6788841,8067.877,"IWS_26002",3895.005896,"State_14",278.946991,2009-10-06,21.92,1.2,0.94,6.1,0,8.21,3.34,6.34,31.54,38.53,0.0610214439839708,279,"Late","MIXED WOOD PLAINS"
533,237.6788841,8067.877,"IWS_26002",3895.005896,"State_14",278.946991,2012-10-23,84,1.1,0.94,6.1,0,8.21,3.34,6.34,31.54,38.53,0.0610214439839708,297,"Late","MIXED WOOD PLAINS"
540,31.9531991,3110.1823,"IWS_25879",101.0530033,"State_14",275.8540039,2010-10-19,5.6,2.8,18.93,41.07,0,3.48,0,0,0,0,0.316202369613294,292,"Late","MIXED WOOD PLAINS"
540,31.9531991,3110.1823,"IWS_25879",101.0530033,"State_14",275.8540039,2009-10-03,7.4,1.8,18.93,41.07,0,3.48,0,0,0,0,0.316202369613294,276,"Late","MIXED WOOD PLAINS"
540,31.9531991,3110.1823,"IWS_25879",101.0530033,"State_14",275.8540039,2009-10-14,6.5,2.4,18.93,41.07,0,3.48,0,0,0,0,0.316202369613294,287,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2010-10-03,13,1.5,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,276,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2010-10-11,8.4,1.9,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,284,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2011-10-03,7.8,1.3,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,276,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2011-10-05,20,1.4,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,278,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2011-10-19,15,1.4,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,292,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2009-10-11,11,1.8,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,284,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2012-10-03,15,0.8,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,277,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2012-10-07,10,1.6,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,281,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2012-10-16,7,1,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,290,"Late","MIXED WOOD PLAINS"
552,914.1622804,28054.6085,"IWS_27518",2288.922824,"State_14",274.9379883,2012-10-20,20,1.8,3.09,14.66,0,25.43,8.31,12.96,19.75,3.38,0.399385366258203,294,"Late","MIXED WOOD PLAINS"
557,95.73923289,5225.411,"IWS_24373",376.8462548,"State_14",370.5119934,2010-10-20,5.4,4.6,0.41,3.3,0,23.39,1.84,2.08,32.3,31.46,0.254053826117526,293,"Late","MIXED WOOD PLAINS"
557,95.73923289,5225.411,"IWS_24373",376.8462548,"State_14",370.5119934,2011-11-14,3.69,4,0.41,3.3,0,23.39,1.84,2.08,32.3,31.46,0.254053826117526,318,"Late","MIXED WOOD PLAINS"
557,95.73923289,5225.411,"IWS_24373",376.8462548,"State_14",370.5119934,2009-10-05,5.1,4.5,0.41,3.3,0,23.39,1.84,2.08,32.3,31.46,0.254053826117526,278,"Late","MIXED WOOD PLAINS"
574,1075.534913,37388.831,"IWS_31899",11176.42961,"State_14",368.3000183,2009-10-19,1.28,1.07,2.61,7.77,0.06,1.14,6.74,3.48,1.2,73.1,0.0962324239968081,292,"Late","TEMPERATE PRAIRIES"
609,104.4981166,5180.5863,"IWS_12082",375.1711536,"State_14",505.8619995,2009-10-12,2.2,5.9,0,1.65,0,90.13,1.03,4.91,0,0,0.27853451843852,285,"Late","MIXED WOOD SHIELD"
609,104.4981166,5180.5863,"IWS_12082",375.1711536,"State_14",505.8619995,2010-10-11,1.73,5.8,0,1.65,0,90.13,1.03,4.91,0,0,0.27853451843852,284,"Late","MIXED WOOD SHIELD"
609,104.4981166,5180.5863,"IWS_12082",375.1711536,"State_14",505.8619995,2011-10-13,1.83,4.9,0,1.65,0,90.13,1.03,4.91,0,0,0.27853451843852,286,"Late","MIXED WOOD SHIELD"
637,1632.842624,40600.3557,"IWS_21928",1946.26219,"State_14",398.9710083,2011-10-29,4,5.17,0.09,7.57,0.17,64.12,6.57,12.01,3.44,0.17,0.838963338233478,302,"Late","MIXED WOOD SHIELD"
637,1632.842624,40600.3557,"IWS_21928",1946.26219,"State_14",398.9710083,2011-11-29,7,5.64,0.09,7.57,0.17,64.12,6.57,12.01,3.44,0.17,0.838963338233478,333,"Late","MIXED WOOD SHIELD"
637,1632.842624,40600.3557,"IWS_21928",1946.26219,"State_14",398.9710083,2012-10-22,2.98,6.4,0.09,7.57,0.17,64.12,6.57,12.01,3.44,0.17,0.838963338233478,296,"Late","MIXED WOOD SHIELD"
637,1632.842624,40600.3557,"IWS_21928",1946.26219,"State_14",398.9710083,2012-11-13,6.67,5.5,0.09,7.57,0.17,64.12,6.57,12.01,3.44,0.17,0.838963338233478,318,"Late","MIXED WOOD SHIELD"
678,48.46746936,6742.8912,"IWS_21047",465.910675,"State_14",260.3560181,2012-10-15,7.81,0.88,41.81,20.54,0,0.39,0,0.23,0,0,0.104027385421036,289,"Late","MIXED WOOD PLAINS"
678,48.46746936,6742.8912,"IWS_21047",465.910675,"State_14",260.3560181,2009-10-15,13.2,1.64,41.81,20.54,0,0.39,0,0.23,0,0,0.104027385421036,288,"Late","MIXED WOOD PLAINS"
678,48.46746936,6742.8912,"IWS_21047",465.910675,"State_14",260.3560181,2010-10-13,5.21,0.91,41.81,20.54,0,0.39,0,0.23,0,0,0.104027385421036,286,"Late","MIXED WOOD PLAINS"
678,48.46746936,6742.8912,"IWS_21047",465.910675,"State_14",260.3560181,2011-10-24,2.7,2.18,41.81,20.54,0,0.39,0,0.23,0,0,0.104027385421036,297,"Late","MIXED WOOD PLAINS"
687,303.9423901,6392.2951,"IWS_20423",3495.133368,"State_14",340.0110168,2009-10-05,10.9,1.5,0.21,4.41,0.03,15.11,4.82,3.73,15.54,54.34,0.0869616000587478,278,"Late","MIXED WOOD PLAINS"
