"lagoslakeid","lake_area_ha","lake_perim_meters","iws_zoneid","iws_ha","state_zoneid.x","elevation_m","sampledate","chla","secchi","IntenseUrban.pct","OpenUrban.pct","Barren.pct","Forest.pct","GrassShrub.pct","Wetland.pct","Pasture.pct","RowCrop.pct","LakeIWS.Ratio","DOY","Season","Ecoregion"
134,5.009143141,1110.2881,"IWS_21043",284.0925814,"State_14",266.756073,2011-04-17,11,1.6,29.92,26.43,0,2.03,0,4.91,0.44,0,0.017632080064587,107,"Early","North Central Hardwood Forests"
134,5.009143141,1110.2881,"IWS_21043",284.0925814,"State_14",266.756073,2011-05-15,15,1.1,29.92,26.43,0,2.03,0,4.91,0.44,0,0.017632080064587,135,"Early","North Central Hardwood Forests"
134,5.009143141,1110.2881,"IWS_21043",284.0925814,"State_14",266.756073,2009-04-19,20,0.9,29.92,26.43,0,2.03,0,4.91,0.44,0,0.017632080064587,109,"Early","North Central Hardwood Forests"
134,5.009143141,1110.2881,"IWS_21043",284.0925814,"State_14",266.756073,2009-05-07,12,0.7,29.92,26.43,0,2.03,0,4.91,0.44,0,0.017632080064587,127,"Early","North Central Hardwood Forests"
134,5.009143141,1110.2881,"IWS_21043",284.0925814,"State_14",266.756073,2012-04-21,71,0.91,29.92,26.43,0,2.03,0,4.91,0.44,0,0.017632080064587,112,"Early","North Central Hardwood Forests"
134,5.009143141,1110.2881,"IWS_21043",284.0925814,"State_14",266.756073,2012-04-30,33,0.9,29.92,26.43,0,2.03,0,4.91,0.44,0,0.017632080064587,121,"Early","North Central Hardwood Forests"
134,5.009143141,1110.2881,"IWS_21043",284.0925814,"State_14",266.756073,2012-05-14,23,0.9,29.92,26.43,0,2.03,0,4.91,0.44,0,0.017632080064587,135,"Early","North Central Hardwood Forests"
156,78.30641869,5798.9875,"IWS_26613",1599.226211,"State_14",330.7779846,2011-04-21,112,0.5,1.76,6.38,0.39,0.48,0,3.26,0,84.01,0.0489651921356609,111,"Early","Western Corn Belt Plains"
156,78.30641869,5798.9875,"IWS_26613",1599.226211,"State_14",330.7779846,2010-04-29,17,0.7,1.76,6.38,0.39,0.48,0,3.26,0,84.01,0.0489651921356609,119,"Early","Western Corn Belt Plains"
156,78.30641869,5798.9875,"IWS_26613",1599.226211,"State_14",330.7779846,2009-04-28,8.97,1.2,1.76,6.38,0.39,0.48,0,3.26,0,84.01,0.0489651921356609,118,"Early","Western Corn Belt Plains"
156,78.30641869,5798.9875,"IWS_26613",1599.226211,"State_14",330.7779846,2012-04-19,2.83,2.5,1.76,6.38,0.39,0.48,0,3.26,0,84.01,0.0489651921356609,110,"Early","Western Corn Belt Plains"
163,19.84528359,2207.5462,"IWS_21991",36.73005969,"State_14",291.1740112,2010-04-14,2.5,3,0,6.67,0,57.53,11.6,8.89,12.1,0,0.540300880463938,104,"Early","North Central Hardwood Forests"
163,19.84528359,2207.5462,"IWS_21991",36.73005969,"State_14",291.1740112,2010-04-28,2.3,5,0,6.67,0,57.53,11.6,8.89,12.1,0,0.540300880463938,118,"Early","North Central Hardwood Forests"
163,19.84528359,2207.5462,"IWS_21991",36.73005969,"State_14",291.1740112,2009-05-02,4.9,5.3,0,6.67,0,57.53,11.6,8.89,12.1,0,0.540300880463938,122,"Early","North Central Hardwood Forests"
163,19.84528359,2207.5462,"IWS_21991",36.73005969,"State_14",291.1740112,2009-05-11,1.2,5.5,0,6.67,0,57.53,11.6,8.89,12.1,0,0.540300880463938,131,"Early","North Central Hardwood Forests"
163,19.84528359,2207.5462,"IWS_21991",36.73005969,"State_14",291.1740112,2012-05-01,4.9,3.4,0,6.67,0,57.53,11.6,8.89,12.1,0,0.540300880463938,122,"Early","North Central Hardwood Forests"
168,43.4043962,3607.95,"IWS_23842",6746.698214,"State_14",388.8460083,2010-05-13,4.3,3.5,0.17,2.1,0.04,49.83,22.71,18.79,5.05,0.31,0.00643342785215026,133,"Early","Northern Lakes and Forests"
168,43.4043962,3607.95,"IWS_23842",6746.698214,"State_14",388.8460083,2011-05-11,6.37,1.8,0.17,2.1,0.04,49.83,22.71,18.79,5.05,0.31,0.00643342785215026,131,"Early","Northern Lakes and Forests"
168,43.4043962,3607.95,"IWS_23842",6746.698214,"State_14",388.8460083,2012-05-03,3.81,2.6,0.17,2.1,0.04,49.83,22.71,18.79,5.05,0.31,0.00643342785215026,124,"Early","Northern Lakes and Forests"
173,20.33940774,2014.0878,"IWS_21230",463.3930495,"State_14",251.8560028,2012-04-18,54.8,0.75,30.39,15.03,0,0.7,0,0.21,0,0,0.0438923453037247,109,"Early","North Central Hardwood Forests"
173,20.33940774,2014.0878,"IWS_21230",463.3930495,"State_14",251.8560028,2010-04-20,5.97,0.63,30.39,15.03,0,0.7,0,0.21,0,0,0.0438923453037247,110,"Early","North Central Hardwood Forests"
173,20.33940774,2014.0878,"IWS_21230",463.3930495,"State_14",251.8560028,2011-04-19,2.67,0.5,30.39,15.03,0,0.7,0,0.21,0,0,0.0438923453037247,109,"Early","North Central Hardwood Forests"
173,20.33940774,2014.0878,"IWS_21230",463.3930495,"State_14",251.8560028,2010-05-06,2.85,0.58,30.39,15.03,0,0.7,0,0.21,0,0,0.0438923453037247,126,"Early","North Central Hardwood Forests"
173,20.33940774,2014.0878,"IWS_21230",463.3930495,"State_14",251.8560028,2011-05-11,7.88,0.75,30.39,15.03,0,0.7,0,0.21,0,0,0.0438923453037247,131,"Early","North Central Hardwood Forests"
173,20.33940774,2014.0878,"IWS_21230",463.3930495,"State_14",251.8560028,2012-05-08,78.8,0.7,30.39,15.03,0,0.7,0,0.21,0,0,0.0438923453037247,129,"Early","North Central Hardwood Forests"
188,44.61886901,4368.5792,"IWS_19711",182.1335699,"State_14",300.2698669,2011-05-01,20,1.4,1.33,37.39,0,14.68,2.86,0.54,11.38,1.18,0.244978830835512,121,"Early","North Central Hardwood Forests"
188,44.61886901,4368.5792,"IWS_19711",182.1335699,"State_14",300.2698669,2012-05-13,17,1.15,1.33,37.39,0,14.68,2.86,0.54,11.38,1.18,0.244978830835512,134,"Early","North Central Hardwood Forests"
191,20.73653774,1898.124,"IWS_23561",576.0523076,"State_14",285.0549927,2009-04-22,31,1,3.82,15.18,0,33.62,10.37,9.9,9.95,0.25,0.0359976645634741,112,"Early","North Central Hardwood Forests"
191,20.73653774,1898.124,"IWS_23561",576.0523076,"State_14",285.0549927,2009-05-04,12,1.8,3.82,15.18,0,33.62,10.37,9.9,9.95,0.25,0.0359976645634741,124,"Early","North Central Hardwood Forests"
191,20.73653774,1898.124,"IWS_23561",576.0523076,"State_14",285.0549927,2011-04-25,56,0.75,3.82,15.18,0,33.62,10.37,9.9,9.95,0.25,0.0359976645634741,115,"Early","North Central Hardwood Forests"
191,20.73653774,1898.124,"IWS_23561",576.0523076,"State_14",285.0549927,2011-05-11,17,1.1,3.82,15.18,0,33.62,10.37,9.9,9.95,0.25,0.0359976645634741,131,"Early","North Central Hardwood Forests"
203,5.408933746,1203.1759,"IWS_25195",168.8513209,"State_14",265.9393311,2010-05-07,3.5,2,13.55,35.63,0,1.01,0.53,0,0,0,0.032033707033914,127,"Early","North Central Hardwood Forests"
203,5.408933746,1203.1759,"IWS_25195",168.8513209,"State_14",265.9393311,2009-05-12,8,1.1,13.55,35.63,0,1.01,0.53,0,0,0,0.032033707033914,132,"Early","North Central Hardwood Forests"
203,5.408933746,1203.1759,"IWS_25195",168.8513209,"State_14",265.9393311,2011-05-10,8,1.8,13.55,35.63,0,1.01,0.53,0,0,0,0.032033707033914,130,"Early","North Central Hardwood Forests"
203,5.408933746,1203.1759,"IWS_25195",168.8513209,"State_14",265.9393311,2012-05-10,4,2.3,13.55,35.63,0,1.01,0.53,0,0,0,0.032033707033914,131,"Early","North Central Hardwood Forests"
236,6.966115182,1551.9468,"IWS_23283",40.94916579,"State_14",285.053009,2010-04-18,4.5,1.8,21.95,49,0,0,0,0,0,0,0.170116168366516,108,"Early","North Central Hardwood Forests"
236,6.966115182,1551.9468,"IWS_23283",40.94916579,"State_14",285.053009,2010-05-02,7.9,2.1,21.95,49,0,0,0,0,0,0,0.170116168366516,122,"Early","North Central Hardwood Forests"
236,6.966115182,1551.9468,"IWS_23283",40.94916579,"State_14",285.053009,2011-05-07,2.6,2.6,21.95,49,0,0,0,0,0,0,0.170116168366516,127,"Early","North Central Hardwood Forests"
236,6.966115182,1551.9468,"IWS_23283",40.94916579,"State_14",285.053009,2009-04-17,12,1.9,21.95,49,0,0,0,0,0,0,0.170116168366516,107,"Early","North Central Hardwood Forests"
236,6.966115182,1551.9468,"IWS_23283",40.94916579,"State_14",285.053009,2009-05-03,14,1.1,21.95,49,0,0,0,0,0,0,0.170116168366516,123,"Early","North Central Hardwood Forests"
236,6.966115182,1551.9468,"IWS_23283",40.94916579,"State_14",285.053009,2012-04-22,4.9,1.6,21.95,49,0,0,0,0,0,0,0.170116168366516,113,"Early","North Central Hardwood Forests"
236,6.966115182,1551.9468,"IWS_23283",40.94916579,"State_14",285.053009,2012-05-02,2.8,2,21.95,49,0,0,0,0,0,0,0.170116168366516,123,"Early","North Central Hardwood Forests"
240,262.6515543,17929.8618,"IWS_36758",701.7437789,"State_14",458.6369934,2011-05-09,5.09,3,0.06,0.81,0,53.99,10.54,31.59,0,0,0.374284122207271,129,"Early","Northern Lakes and Forests"
240,262.6515543,17929.8618,"IWS_36758",701.7437789,"State_14",458.6369934,2012-05-03,3.87,4.3,0.06,0.81,0,53.99,10.54,31.59,0,0,0.374284122207271,124,"Early","Northern Lakes and Forests"
251,422.8772673,22885.1163,"IWS_28383",1085.953418,"State_14",271.9379883,2009-05-11,2.77,2.59,2.47,8.41,0.02,23.68,2.47,9.19,28.7,18.17,0.389406451778395,131,"Early","North Central Hardwood Forests"
256,14.32314176,1536.0735,"IWS_28366",338.1140907,"State_14",268.8379822,2010-04-18,3.8,1.5,0.43,6.91,0.9,25.6,8.64,9.41,32.86,12.55,0.0423618599578228,108,"Early","North Central Hardwood Forests"
256,14.32314176,1536.0735,"IWS_28366",338.1140907,"State_14",268.8379822,2010-05-03,4.5,2.1,0.43,6.91,0.9,25.6,8.64,9.41,32.86,12.55,0.0423618599578228,123,"Early","North Central Hardwood Forests"
256,14.32314176,1536.0735,"IWS_28366",338.1140907,"State_14",268.8379822,2011-04-24,2.6,1.9,0.43,6.91,0.9,25.6,8.64,9.41,32.86,12.55,0.0423618599578228,114,"Early","North Central Hardwood Forests"
256,14.32314176,1536.0735,"IWS_28366",338.1140907,"State_14",268.8379822,2011-05-06,2.3,1.9,0.43,6.91,0.9,25.6,8.64,9.41,32.86,12.55,0.0423618599578228,126,"Early","North Central Hardwood Forests"
256,14.32314176,1536.0735,"IWS_28366",338.1140907,"State_14",268.8379822,2009-04-16,22,0.8,0.43,6.91,0.9,25.6,8.64,9.41,32.86,12.55,0.0423618599578228,106,"Early","North Central Hardwood Forests"
256,14.32314176,1536.0735,"IWS_28366",338.1140907,"State_14",268.8379822,2009-05-01,7.4,1,0.43,6.91,0.9,25.6,8.64,9.41,32.86,12.55,0.0423618599578228,121,"Early","North Central Hardwood Forests"
256,14.32314176,1536.0735,"IWS_28366",338.1140907,"State_14",268.8379822,2009-05-13,4.9,1.4,0.43,6.91,0.9,25.6,8.64,9.41,32.86,12.55,0.0423618599578228,133,"Early","North Central Hardwood Forests"
256,14.32314176,1536.0735,"IWS_28366",338.1140907,"State_14",268.8379822,2012-05-05,2.6,2.1,0.43,6.91,0.9,25.6,8.64,9.41,32.86,12.55,0.0423618599578228,126,"Early","North Central Hardwood Forests"
260,1274.546815,52816.5091,"IWS_36284",6933.989475,"State_14",422.3340149,2011-05-10,3.67,1.7,0.58,2.68,0.01,37.58,15.31,41.86,0.06,0,0.183811472399156,130,"Early","Northern Lakes and Forests"
260,1274.546815,52816.5091,"IWS_36284",6933.989475,"State_14",422.3340149,2012-05-02,4.61,2.4,0.58,2.68,0.01,37.58,15.31,41.86,0.06,0,0.183811472399156,123,"Early","Northern Lakes and Forests"
263,8.230343761,1797.6493,"IWS_21839",35.98220206,"State_14",284.7539978,2011-05-09,6,1.75,1.23,76.54,0,0,0,0,0,0,0.228733743067641,129,"Early","North Central Hardwood Forests"
263,8.230343761,1797.6493,"IWS_21839",35.98220206,"State_14",284.7539978,2012-05-14,3,1.6,1.23,76.54,0,0,0,0,0,0,0.228733743067641,135,"Early","North Central Hardwood Forests"
283,8.501485301,1325.3345,"IWS_24762",643.6829258,"State_14",269.1450195,2012-05-09,7.16,1.9,28.7,31.84,0,0.28,0,0,0,0,0.0132075668939547,130,"Early","North Central Hardwood Forests"
291,88.68800581,5607.0105,"IWS_29037",430.2635386,"State_14",196.9999695,2011-05-12,19.3,1.2,38.12,10.78,0,13.94,0.86,1.38,0.02,0,0.206124846410585,132,"Early","Driftless Area"
306,60.77205285,2968.2978,"IWS_24625",8472.344526,"State_14",332.4029846,2009-05-04,113,0.76,0.7,2.96,0,3.47,1.59,1,20.03,67.54,0.00717299121435657,124,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2010-04-12,21,0.5,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,102,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2010-04-27,35,0.35,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,117,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2010-05-10,24,0.65,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,130,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2011-04-24,40,0.5,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,114,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2011-05-06,38,0.3,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,126,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2009-04-16,47,0.4,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,106,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2009-05-01,89,0.2,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,121,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2009-05-15,83,0.2,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,135,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2012-04-23,95,0.3,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,114,"Early","North Central Hardwood Forests"
307,19.15190193,1663.9878,"IWS_26820",885.5357088,"State_14",285.0679932,2012-05-02,42,0.25,4.87,5.71,0,3.43,0.48,2.04,21.44,54.84,0.0216274755943529,123,"Early","North Central Hardwood Forests"
317,363.1368358,7106.932,"IWS_25139",568.2941331,"State_14",399.1400146,2010-05-15,3,4.6,0.09,9.36,0,16,8.06,0.35,28.99,33.68,0.638994518242018,135,"Early","North Central Hardwood Forests"
317,363.1368358,7106.932,"IWS_25139",568.2941331,"State_14",399.1400146,2011-05-15,5,4.6,0.09,9.36,0,16,8.06,0.35,28.99,33.68,0.638994518242018,135,"Early","North Central Hardwood Forests"
335,12.89386772,2602.2676,"IWS_25253",832.3610474,"State_14",239.3610077,2009-05-11,4.1,2.8,20.21,35.27,0,5.59,0.25,0.08,0.57,0,0.0154907149490907,131,"Early","North Central Hardwood Forests"
335,12.89386772,2602.2676,"IWS_25253",832.3610474,"State_14",239.3610077,2010-05-07,2.9,3.1,20.21,35.27,0,5.59,0.25,0.08,0.57,0,0.0154907149490907,127,"Early","North Central Hardwood Forests"
335,12.89386772,2602.2676,"IWS_25253",832.3610474,"State_14",239.3610077,2011-05-11,13,1,20.21,35.27,0,5.59,0.25,0.08,0.57,0,0.0154907149490907,131,"Early","North Central Hardwood Forests"
335,12.89386772,2602.2676,"IWS_25253",832.3610474,"State_14",239.3610077,2012-05-10,8,1.4,20.21,35.27,0,5.59,0.25,0.08,0.57,0,0.0154907149490907,131,"Early","North Central Hardwood Forests"
338,35.75624988,3957.609,"IWS_29032",745.0949949,"State_14",196.9999695,2011-05-12,38.8,1,19.65,17.73,0,28.48,1.74,2.37,0,0,0.04798884722719,132,"Early","Driftless Area"
363,608.689635,11177.3377,"IWS_31950",9628.93184,"State_14",377.3200378,2011-05-11,123,0.3,0.17,5.29,0.01,0.77,2.14,2.67,2.83,85.62,0.0632146581899577,131,"Early","Western Corn Belt Plains"
373,5.546896274,1062.9031,"IWS_21085",208.8895162,"State_14",273.1540833,2011-05-05,25,1.15,8.34,42.63,0,1.56,0,1.73,0,0,0.0265542109288489,125,"Early","North Central Hardwood Forests"
375,27.58924605,3216.2096,"IWS_21325",283.0928268,"State_14",261.5490112,2009-05-14,5.8,1.2,19.84,45.5,0,2.67,0,0.35,0,0,0.0974565352356713,134,"Early","North Central Hardwood Forests"
375,27.58924605,3216.2096,"IWS_21325",283.0928268,"State_14",261.5490112,2010-05-14,2.6,2.3,19.84,45.5,0,2.67,0,0.35,0,0,0.0974565352356713,134,"Early","North Central Hardwood Forests"
375,27.58924605,3216.2096,"IWS_21325",283.0928268,"State_14",261.5490112,2011-05-13,5,1.4,19.84,45.5,0,2.67,0,0.35,0,0,0.0974565352356713,133,"Early","North Central Hardwood Forests"
375,27.58924605,3216.2096,"IWS_21325",283.0928268,"State_14",261.5490112,2012-05-11,11.07,1.7,19.84,45.5,0,2.67,0,0.35,0,0,0.0974565352356713,132,"Early","North Central Hardwood Forests"
407,309.4075844,18056.6715,"IWS_27058",1115.746835,"State_14",271.9389954,2010-05-15,10.1,1.5,1.94,7.51,0,15.33,2.68,6.36,34.95,24.74,0.27730984726477,135,"Early","North Central Hardwood Forests"
407,309.4075844,18056.6715,"IWS_27058",1115.746835,"State_14",271.9389954,2009-05-14,8.24,1.37,1.94,7.51,0,15.33,2.68,6.36,34.95,24.74,0.27730984726477,134,"Early","North Central Hardwood Forests"
425,265.7766123,11498.2379,"IWS_23067",1485.972004,"State_14",388.8460083,2011-05-11,12.4,1.8,0.8,5.49,0,53.95,11.34,13.63,10.65,0.22,0.178857079127044,131,"Early","Northern Lakes and Forests"
425,265.7766123,11498.2379,"IWS_23067",1485.972004,"State_14",388.8460083,2010-05-13,4.14,3.5,0.8,5.49,0,53.95,11.34,13.63,10.65,0.22,0.178857079127044,133,"Early","Northern Lakes and Forests"
425,265.7766123,11498.2379,"IWS_23067",1485.972004,"State_14",388.8460083,2012-05-03,6.14,3.4,0.8,5.49,0,53.95,11.34,13.63,10.65,0.22,0.178857079127044,124,"Early","Northern Lakes and Forests"
440,141.835948,5039.3055,"IWS_24799",40398.75904,"State_14",293.348999,2009-04-15,46.7,1.1,1.59,3.93,0.03,11.45,2.8,7,28.17,42.97,0.00351089863576166,105,"Early","North Central Hardwood Forests"
440,141.835948,5039.3055,"IWS_24799",40398.75904,"State_14",293.348999,2009-05-12,41.2,0.5,1.59,3.93,0.03,11.45,2.8,7,28.17,42.97,0.00351089863576166,132,"Early","North Central Hardwood Forests"
440,141.835948,5039.3055,"IWS_24799",40398.75904,"State_14",293.348999,2009-04-28,42.2,0.5,1.59,3.93,0.03,11.45,2.8,7,28.17,42.97,0.00351089863576166,118,"Early","North Central Hardwood Forests"
442,109.3794774,8194.4099,"IWS_28455",814.4077743,"State_14",269.75,2009-05-03,3.1,3,1.28,13.51,0,17.71,8.09,2.25,30.77,17.83,0.134305541832547,123,"Early","North Central Hardwood Forests"
442,109.3794774,8194.4099,"IWS_28455",814.4077743,"State_14",269.75,2012-04-30,1.1,4.2,1.28,13.51,0,17.71,8.09,2.25,30.77,17.83,0.134305541832547,121,"Early","North Central Hardwood Forests"
452,161.8169329,8198.0901,"IWS_22232",931.412732,"State_14",421.2039795,2011-05-15,5,2.7,0.17,8.15,0,55.56,5.16,3.58,11.06,15.72,0.17373279035228,135,"Early","Northern Lakes and Forests"
474,393.060859,11244.4721,"IWS_26154",1711.129206,"State_14",541.5930176,2010-04-29,2.49,2.1,0.08,5.73,0,0.5,25.96,3.29,14.38,48.46,0.229708462471302,119,"Early","Northern Glaciated Plains"
474,393.060859,11244.4721,"IWS_26154",1711.129206,"State_14",541.5930176,2012-04-17,7.32,1.6,0.08,5.73,0,0.5,25.96,3.29,14.38,48.46,0.229708462471302,108,"Early","Northern Glaciated Plains"
475,122.5589551,4906.2277,"IWS_25790",326.3101141,"State_14",320.162323,2009-05-12,31.8,0.4,0.08,4.78,0,7.62,0.71,5.96,14.39,64.04,0.375590427032982,132,"Early","North Central Hardwood Forests"
475,122.5589551,4906.2277,"IWS_25790",326.3101141,"State_14",320.162323,2010-05-13,48.7,1.6,0.08,4.78,0,7.62,0.71,5.96,14.39,64.04,0.375590427032982,133,"Early","North Central Hardwood Forests"
478,264.8262163,10214.4243,"IWS_26168",6974.968493,"State_14",319.6219788,2009-05-11,35,0.3,0,3.94,0.02,3.62,3.05,4.83,12.2,70.14,0.0379680878223001,131,"Early","North Central Hardwood Forests"
491,154.900956,12216.0169,"IWS_28611",265.694763,"State_14",310.0329895,2009-04-21,10.5,2.1,0.91,7.51,0,10.35,2.26,1.01,23.98,36.39,0.583003421862703,111,"Early","North Central Hardwood Forests"
491,154.900956,12216.0169,"IWS_28611",265.694763,"State_14",310.0329895,2009-05-06,7.9,2.85,0.91,7.51,0,10.35,2.26,1.01,23.98,36.39,0.583003421862703,126,"Early","North Central Hardwood Forests"
491,154.900956,12216.0169,"IWS_28611",265.694763,"State_14",310.0329895,2010-04-14,7.1,2.25,0.91,7.51,0,10.35,2.26,1.01,23.98,36.39,0.583003421862703,104,"Early","North Central Hardwood Forests"
